speccode,species,a,b,lmax_old,family,lmax
4853,Pseudojuloides mesostigma,0.01,3.06,NA,Labridae,7
59179,Siphamia tubifer,0.01549,3.07,NA,Apogonidae,7
5956,Bhanotia nuda,0.00049,3.1,NA,Syngnathidae,7
25427,Centropyge boylei,0.0302,2.89,NA,Pomacanthidae,7
66462,Centropyge deborae,0.0302,2.89,NA,Pomacanthidae,7
5958,Choeroichthys brachysoma,0.00049,3.1,NA,Syngnathidae,7
5673,Chromis delta,0.01479,2.98,NA,Pomacentridae,7
4983,Chromis elerae,0.01479,2.98,NA,Pomacentridae,7
5128,Chromis lineata,0.01778,2.99,NA,Pomacentridae,7
9225,Chromis nitida,0.01479,2.98,NA,Pomacentridae,7
12437,Chromis xutha,0.01778,2.99,NA,Pomacentridae,7
12439,Chrysiptera galba,0.01479,2.98,NA,Pomacentridae,7
6919,Chrysiptera hemicyanea,0.01479,2.98,NA,Pomacentridae,7
11968,Chrysiptera niger,0.01479,2.98,NA,Pomacentridae,7
12448,Chrysiptera parasema,0.01479,2.98,NA,Pomacentridae,7
5699,Chrysiptera rex,0.01479,2.98,NA,Pomacentridae,7
6601,Chrysiptera starcki,0.01479,2.98,NA,Pomacentridae,7
54193,Cirrhilabrus walindi,0.0166,2.95,NA,Labridae,7
7798,Dascyllus carneus,0.01479,2.98,NA,Pomacentridae,7
46744,Ekemblemaria myersi,0.00457,3.08,NA,Chaenopsidae,7
46867,Eleotrica cableae,0.00617,3.08,NA,Gobiidae,7
7848,Fibramia amboinensis,0.01549,3.07,NA,Apogonidae,7
13843,Halichoeres insularis,0.0049,3.11,NA,Labridae,7
7453,Luzonichthys waitei,0.00389,3.12,NA,Serranidae,7
51149,Knodus megalops,0.0139,2.949,6.9,Characidae,6.9
63553,Chromis brevirostris,0.01778,2.99,NA,Pomacentridae,6.9
59510,Cirrhilabrus earlei,0.0166,2.95,NA,Labridae,6.9
60143,Neosalanx oligodontis,0.00102,3.53,6.76,Salangidae,6.8
50441,Otocinclus flexilis,0.00999,3.25,6.8,Loricariidae,6.8
6299,Telmatherina celebensis,0.07404,3.06025,10.32,Telmatherinidae,6.8
54572,Microglanis cottoides,0.00485,3,6.1,Pseudopimelodidae,6.8
4517,Haplochromis nigripinnis,0.012,3,NA,Cichlidae,6.8
46124,Choeroichthys suillus,0.00049,3.1,NA,Syngnathidae,6.8
63726,Corythoichthys benedetto,0.00049,3.1,NA,Syngnathidae,6.8
46616,Lepidonectes bimaculatus,0.0055,3.08,NA,Tripterygiidae,6.8
58040,Hasemania crenuchoides,0.02,3.07,6.61,Characidae,6.7
4777,Macropodus opercularis,0.012,3.088,7.2,Osphronemidae,6.7
3100,Bregmaceros atlanticus,0.005696667,2.942666667,7.6,Bregmacerotidae,6.7
11906,Thoracocharax stellatus,0.0065,3.5324,6.81,Gasteropelecidae,6.7
23704,Pterogobius zonoleucus,0.02364,2.546,7.8,Gobiidae,6.7
67366,Turcinoemacheilus hafezi,0.0085,2.83,6.1,Nemacheilidae,6.7
12940,Forsterygion lapillum,0.00417,3.214,6.6,Tripterygiidae,6.7
47072,Nannacara aureocephalus,0.0367,2.94,5.8,Cichlidae,6.7
4372,Pervagor randalli,0.02188,2.91,NA,Monacanthidae,6.7
61394,Pseudogramma australis,0.01122,3.06,NA,Serranidae,6.7
58168,Cirrhilabrus sanguineus,0.0166,2.95,NA,Labridae,6.7
27561,Ctenogobiops maculosus,0.00617,3.08,NA,Gobiidae,6.7
67779,Paraschistura abdolii,0.0112,2.524,6.35,Nemacheilidae,6.6
10926,Corydoras paleatus,0.083065,2.573333333,7.3,Callichthyidae,6.6
7789,Gobiodon citrinus,0.0577,2.43917,5.2,Gobiidae,6.6
53157,Atherinella alvarezi,0.0086,3.187,6.6,Atherinopsidae,6.6
26135,Oxynoemacheilus brandtii,0.004,3.097,8,Nemacheilidae,6.6
53247,Mastiglanis asopos,0.0098,2.7,6.5,Heptapteridae,6.6
60819,Pseudanthias flavicauda,0.00933,2.97,NA,Serranidae,6.6
55229,Pseudocheilinus citrinus,0.0166,2.95,NA,Labridae,6.6
24828,Pungitius sinensis,0.0064,2.92,5.7,Gasterosteidae,6.5
25534,Coryphopterus urospilus,0.00616,3.314,5.3,Gobiidae,6.5
3744,Paraclinus fasciatus,0.0145,2.84,4,Labrisomidae,6.5
7200,Asterropteryx semipunctata,0.012036667,3.173333333,2.9,Gobiidae,6.5
46659,Exerpes asper,0.00703,2.921,4.75,Labrisomidae,6.5
58046,Bryconamericus ornaticeps,0.00845,2.99,7.7,Characidae,6.5
9739,Fundulopanchax gardneri,0.0141,2.649,5.3,Nothobranchiidae,6.5
9808,Squalius ghigii,0.01225,3.1675,NA,Cyprinidae,6.5
24481,Garra rossica,0.0067,3.19,6.6,Cyprinidae,6.5
643,Lepadogaster lepadogaster,0.02934,3,6.6,Gobiesocidae,6.5
62337,Knodus geryi,0.011,2.95,6.6,Characidae,6.5
61080,Neopomacentrus aquadulcis,0.02239,2.99,NA,Pomacentridae,6.5
11832,Altrichthys azurelineatus,0.02239,2.99,NA,Pomacentridae,6.5
59851,Altrichthys curatus,0.02239,2.99,NA,Pomacentridae,6.5
58156,Ostorhinchus margaritophorus,0.00646,3.19,NA,Apogonidae,6.5
25765,Paracheilinus bellae,0.00977,3.05,NA,Labridae,6.5
10277,Pomacentrus opisthostigma,0.01479,2.98,NA,Pomacentridae,6.5
5615,Pseudocheilinops ataenia,0.0166,2.95,NA,Labridae,6.5
4852,Pseudojuloides xanthomos,0.0049,3.06,NA,Labridae,6.5
66976,Pteragogus clarkae,0.01995,3,NA,Labridae,6.5
3524,Apogon lachneri,0.0141,3.1286,NA,Apogonidae,6.5
3532,Apogon townsendi,0.0141,3.1286,NA,Apogonidae,6.5
11852,Chromis alleni,0.01778,2.99,NA,Pomacentridae,6.5
11866,Chromis klunzingeri,0.01778,2.99,NA,Pomacentridae,6.5
46517,Cirrhilabrus flavidorsalis,0.0166,2.95,NA,Labridae,6.5
46665,Malacoctenus ebisui,0.00955,3.04,NA,Labrisomidae,6.5
46739,Malacoctenus margaritae,0.00955,3.04,NA,Labrisomidae,6.5
6068,Meiacanthus ditrema,0.00537,3.05,NA,Blenniidae,6.5
48665,Scleronema angustirostre,0.01044,3,6.4,Trichomycteridae,6.4
48829,Corydoras stenocephalus,0.0197,2.81,3.4,Callichthyidae,6.4
3078,Gobiesox rhessodon,0.0223,3.0615,3.71,Gobiesocidae,6.4
3747,Paraclinus integripinnis,0.0146,2.863,4.74,Labrisomidae,6.4
46606,Crocodilichthys gracilis,0.00851,2.86,6.4,Tripterygiidae,6.4
51267,Knodus hypopterus,0.0126,2.8805,6.4,Characidae,6.4
5742,Foa brachygramma,0.023035,3,4.5,Apogonidae,6.4
3885,Lythrypnus dalli,0.00992,2.973,4.82,Gobiidae,6.4
62948,Neopomacentrus sororius,0.02239,2.99,NA,Pomacentridae,6.4
7834,Plagiotremus goslinei,0.00537,3.05,NA,Blenniidae,6.4
58152,Apogon caudicinctus,0.01072,3.1,NA,Apogonidae,6.4
16476,Malacoctenus boehlkei,0.0195,2.6477,NA,Labrisomidae,6.4
7316,Liopropoma pallidum,0.01122,3.04,NA,Serranidae,6.4
47806,Chasmocranus quadrizonatus,0.0093,2.899,6.3,Heptapteridae,6.3
48676,Trichomycterus davisi,0.0362,2.475,20.8,Trichomycteridae,6.3
12398,Pseudocorynopoma doriae,0.0221,3.01,6.3,Characidae,6.3
5116,Cyclothone acclinidens,0.00351,2.84,6.3,Gonostomatidae,6.3
23458,Pseudobunocephalus iheringii,0.00411,2.42,6.3,Aspredinidae,6.3
16862,Acentronura tentaculata,0.00389,3.12,NA,Syngnathidae,6.3
12741,Pseudochromis fridmani,0.00501,3.11,NA,Pseudochromidae,6.3
56636,Cirrhilabrus adornatus,0.0166,2.95,NA,Labridae,6.3
60811,Halichoeres salmofasciatus,0.01,3.08,NA,Labridae,6.3
12872,Luzonichthys microlepis,0.00389,3.12,NA,Serranidae,6.3
54800,Oxynoemacheilus hamwii,0.0099,2.66,6.3,Nemacheilidae,6.2
5261,Nannaethiops unitaeniatus,0.0653,2.158,5.8,Distichodontidae,6.2
3212,Lucania parva,0.057433333,3.378033333,4.5,Fundulidae,6.2
62636,Astyanax pampa,0.0201,2.8,6.2,Characidae,6.2
55252,Helcogrammoides cunninghami,0.0127,3.0685,6.2,Tripterygiidae,6.2
51119,Ceratobranchia binghami,0.0082,3.16,6.2,Characidae,6.2
53667,Tatia musaica,0.00167,2.91,6.2,Auchenipteridae,6.2
48754,Trichomycterus zonatus,0.00615,3.05,7.9,Trichomycteridae,6.2
4369,Pervagor marginalis,0.02188,2.91,NA,Monacanthidae,6.2
61536,Pomacentrus aurifrons,0.01479,2.98,NA,Pomacentridae,6.2
14279,Pseudochromis cyanotaenia,0.00501,3.11,NA,Pseudochromidae,6.2
66610,Rabaulichthys squirei,0.00389,3.12,NA,Serranidae,6.2
49470,Aphanius vladykovi,0.010261538,3.280846154,6.124,Cyprinodontidae,6.1
50425,Parotocinclus maculicauda,0.0052,3.26,6.1,Loricariidae,6.1
53344,Mimagoniates microlepis,0.00868,2.88,7,Characidae,6.1
65892,Pomacentrus cheraphilus,0.01,3.04,NA,Pomacentridae,6.1
49429,Pseudogramma axelrodi,0.01122,3.06,NA,Serranidae,6.1
58943,Chromis fatuhivae,0.01778,2.99,NA,Pomacentridae,6.1
12867,Liopropoma flavidum,0.01122,3.04,NA,Serranidae,6.1
5752,Apogon coccineus,0.00383,3,4.1,Apogonidae,6
57257,Cyprinodon artifrons,0.025,3.336,5.7,Cyprinodontidae,6
6250,Cyprinodon fontinalis,0.009733333,3.336666667,5.62,Cyprinodontidae,6
50468,Hisonotus nigricauda,0.011495,3.08,6,Loricariidae,6
5243,Micralestes elongatus,0.029,2.425,7.3,Alestidae,6
52056,Phenacogaster calverti,0.0085,3,5.3,Characidae,6
12424,Chromis nigrura,0.00443,3,4.1,Pomacentridae,6
12788,Plagiotremus townsendi,0.007525,3,5,Blenniidae,6
64654,Hisonotus armatus,0.00502,3.01,6,Loricariidae,6
55408,Metahomaloptera omeiensis,0.0369,2.71,6,Balitoridae,6
5676,Chromis retrofasciata,0.009,2.773,4.5,Pomacentridae,6
4834,Aphanius fasciatus,0.011984,3.272933333,7.2,Cyprinodontidae,6
12827,Assessor macneilli,0.021305,2.71335,7,Plesiopidae,6
10265,Diaphus garmani,0.0059,3.06,NA,Myctophidae,6
11985,Dascyllus marginatus,0.0177,3,6.4,Pomacentridae,6
49822,Aphanius splendens,0.0114,2.9,6.01,Cyprinodontidae,6
10802,Enteromius fasciolatus,0.0352,2.712,NA,Cyprinidae,6
3750,Starksia ocellata,0.0122,3,4.5,Labrisomidae,6
46704,Acanthemblemaria crockeri,0.00957,2.627,4.51,Chaenopsidae,6
3211,Lucania goodei,0.020533333,2.783333333,4.2,Fundulidae,6
1459,Spratelloides lewisi,0.004155,3.195,NA,Clupeidae,6
4327,Istigobius goldmanni,0.0095,3.07,NA,Gobiidae,6
58440,Creagrutus cracentis,0.0075,3.21,6,Characidae,6
46689,Paraclinus sini,0.00915,2.911,4.96,Labrisomidae,6
46554,Bellapiscis lesleyae,0.0064,3.09,6,Tripterygiidae,6
7817,Chromis hanui,0.01078,3,7.6,Pomacentridae,6
3209,Jordanella floridae,0.033833333,3.016666667,4.5,Cyprinodontidae,6
10259,Pollichthys mauli,0.00976,2.309,NA,Phosichthyidae,6
1347,Pomatoschistus pictus,0.009755,3.095,5.7,Gobiidae,6
46327,Cryptichthys jojettae,0.00879,3.037,5,Tripterygiidae,6
25781,Minilabrus striatus,0.00447,3.14,NA,Labridae,6
10228,Neopomacentrus metallicus,0.01479,2.98,NA,Pomacentridae,6
12464,Neopomacentrus xanthurus,0.01479,2.98,NA,Pomacentridae,6
23454,Ostorhinchus ishigakiensis,0.01288,3.1,NA,Apogonidae,6
56921,Ostorhinchus properuptus,0.00646,3.19,NA,Apogonidae,6
59513,Paracheilinus attenuatus,0.00977,3.05,NA,Labridae,6
67260,Paracheilinus rennyae,0.00977,3.05,NA,Labridae,6
7461,Pictichromis porphyrea,0.00049,3.1,NA,Pseudochromidae,6
5710,Plectroglyphidodon imparipennis,0.01479,2.98,NA,Pomacentridae,6
12479,Pomacentrus alleni,0.01479,2.98,NA,Pomacentridae,6
61070,Amblypomacentrus clarus,0.01479,2.98,NA,Pomacentridae,6
10282,Pomachromis fuscidorsalis,0.01479,2.98,NA,Pomacentridae,6
6923,Pomachromis richardsoni,0.01479,2.98,NA,Pomacentridae,6
24435,Rabaulichthys altipinnis,0.00389,3.12,NA,Serranidae,6
24436,Rabaulichthys stigmaticus,0.00389,3.12,NA,Serranidae,6
3843,Coryphopterus eidolon,0.0213,2.2835,NA,Gobiidae,6
4869,Wetmorella albofasciata,0.01995,3,NA,Labridae,6
5773,Zoramia leptacantha,0.01549,3.07,NA,Apogonidae,6
3718,Emblemaria pandionis,0.0077,2.962,NA,Chaenopsidae,6
46107,Bryx veleronis,0.00049,3.1,NA,Syngnathidae,6
11100,Centropyge nigriocella,0.0302,2.89,NA,Pomacanthidae,6
5684,Cheiloprion labiatus,0.02239,2.99,NA,Pomacentridae,6
12432,Chromis trialpha,0.01479,2.98,NA,Pomacentridae,6
5678,Chromis vanderbilti,0.01479,2.98,NA,Pomacentridae,6
5700,Chrysiptera talboti,0.01479,2.98,NA,Pomacentridae,6
6602,Chrysiptera tricincta,0.01479,2.98,NA,Pomacentridae,6
25762,Cirrhilabrus johnsoni,0.0166,2.95,NA,Labridae,6
64878,Cirrhilabrus naokoae,0.0166,2.95,NA,Labridae,6
17056,Fusigobius duospilus,0.00891,3.07,NA,Gobiidae,6
9950,Gnatholepis cauerensis,0.00871,3.06,NA,Gobiidae,6
54837,Paraschistura bampurensis,0.0045,3.4285,6.4,Nemacheilidae,5.9
11549,Argyropelecus lychnus,0.01603,3,7,Sternoptychidae,5.9
57897,Ogilbyina salvati,0.02178,2.75249,7.7,Pseudochromidae,5.9
47027,Forsterygion maryannae,0.00387,3.243,5.9,Tripterygiidae,5.9
54926,Rhodeus sinensis,0.009445,3.1075,7.77,Cyprinidae,5.9
5499,Bodianus bimaculatus,0.01202,3.06,NA,Labridae,5.9
26704,Chromis bami,0.01778,2.99,NA,Pomacentridae,5.9
12348,Cheirodon interruptus,0.0242,3.06,5.4,Characidae,5.8
59933,Austrolebias nigrofasciatus,0.007675,3.3,5.8,Rivulidae,5.8
49469,Aphanius sophiae,0.009931579,3.252263158,5.802,Cyprinodontidae,5.8
47135,Neosalanx jordani,0.00199,3.292,5.7,Salangidae,5.8
48613,Microlipophrys dalmatinus,0.00884,3.046,5.8,Blenniidae,5.8
66973,Pseudanthias oumati,0.02512,2.97,NA,Serranidae,5.8
61859,Cirrhilabrus marjorie,0.0166,2.95,NA,Labridae,5.8
13760,Ecsenius stictus,0.00741,3,NA,Blenniidae,5.8
12874,Luzonichthys whitleyi,0.00389,3.12,NA,Serranidae,5.8
51330,Bryconamericus exodon,0.065,2.16,3.7,Characidae,5.7
12352,Crenuchus spilurus,0.0139,3.31,3.8,Crenuchidae,5.7
56859,Bregmaceros cantori,0.0051,2.999,NA,Bregmacerotidae,5.7
50685,Characidium orientale,0.0129,3.137,5.7,Crenuchidae,5.7
62528,Poeciliopsis pleurospilus,0.03,2.809,5.7,Poeciliidae,5.7
59512,Paracheilinus piscilineatus,0.00977,3.05,NA,Labridae,5.7
66859,Pseudanthias mica,0.00933,2.97,NA,Serranidae,5.7
49434,Pseudogramma megamyctera,0.00407,3.14,NA,Serranidae,5.7
67780,Paraschistura aredvii,0.0035,3.565,5.22,Nemacheilidae,5.6
23426,Odontostilbe pequira,0.0449,2.92,3.4,Characidae,5.6
61860,Paracheilinus rubricaudalis,0.00977,3.05,NA,Labridae,5.6
25414,Canthigaster pygmaea,0.02818,2.094,NA,Tetraodontidae,5.6
12847,Liopropoma swalesi,0.00389,3.12,NA,Serranidae,5.6
9709,Fundulopanchax arnoldi,0.0239,2.672,7.4,Nothobranchiidae,5.5
3737,Malacoctenus macropus,0.0212,2.4715,5,Labrisomidae,5.5
4876,Aphanius iberus,0.013623333,3.177,4.2,Cyprinodontidae,5.5
6160,Eidinemacheilus smithi,0.0087,2.86,5.53,Nemacheilidae,5.5
9793,Aphyosemion splendopleure,0.0179,2.683,4.8,Nothobranchiidae,5.5
48744,Melanocharacidium blennioides,0.00971,3.21,5.5,Crenuchidae,5.5
11958,Jenynsia lineata,0.02215,3.04605,NA,Anablepidae,5.5
46524,Cobitis trichonica,0.0065,2.891,8.9,Cobitidae,5.5
12483,Pomacentrus auriventris,0.01479,2.98,NA,Pomacentridae,5.5
62170,Pomacentrus bipunctatus,0.02344,2.99,NA,Pomacentridae,5.5
60822,Pseudanthias privitera,0.00933,2.97,NA,Serranidae,5.5
24441,Pseudochromis springeri,0.00501,3.11,NA,Pseudochromidae,5.5
5771,Zoramia fragilis,0.01549,3.07,NA,Apogonidae,5.5
5772,Zoramia gilberti,0.01549,3.07,NA,Apogonidae,5.5
5957,Bulbonaricus brauni,0.00049,3.1,NA,Syngnathidae,5.5
11969,Chrysiptera rapanui,0.01479,2.98,NA,Pomacentridae,5.5
12450,Chrysiptera springeri,0.02239,2.99,NA,Pomacentridae,5.5
59637,Cirrhilabrus morrisoni,0.0166,2.95,NA,Labridae,5.5
25794,Ecsenius aroni,0.00741,3,NA,Blenniidae,5.5
61238,Ecsenius ops,0.00741,3,NA,Blenniidae,5.5
46103,Idiotropiscis australe,0.00049,3.1,NA,Syngnathidae,5.5
12598,Luzonichthys earlei,0.00389,3.12,NA,Serranidae,5.5
12873,Luzonichthys taeniatus,0.00389,3.12,NA,Serranidae,5.5
12341,Boehlkea fredcochui,0.00752,3.254,5.4,Characidae,5.4
60377,Jaydia catalai,0.0052,3.935,7,Apogonidae,5.4
49825,Aphanius transgrediens,0.0097,3.283333333,5.41,Cyprinodontidae,5.4
58941,Chromis abrupta,0.01778,2.99,NA,Pomacentridae,5.4
64762,Chromis athena,0.01778,2.99,NA,Pomacentridae,5.4
53410,Argopleura magdalenensis,0.0137,3.02,5.3,Characidae,5.3
7385,Vinciguerria nimbaria,0.00671,3.119,53.8,Phosichthyidae,5.3
26690,Apistogramma eunotus,0.0257,3.06,5.5,Cichlidae,5.3
54801,Turcinoemacheilus kosswigi,0.0049,3.222,5.4,Nemacheilidae,5.3
1566,Corica soborna,0.008654,3.0732,5.3,Clupeidae,5.3
66091,Pseudanthias unimarginatus,0.01,3.04,NA,Serranidae,5.3
46800,Enneapterygius atrogulare,0.0055,3.08,NA,Tripterygiidae,5.3
55330,Paraschistura nielseni,0.0057,3.119666667,5.94,Nemacheilidae,5.2
46997,Notoclinops yaldwyni,0.00561,3.179,6.4,Tripterygiidae,5.2
46819,Barbulifer pantherinus,0.00867,3.11,3.79,Gobiidae,5.2
46703,Acanthemblemaria balanorum,0.0063,3.217,5.19,Chaenopsidae,5.2
67782,Paraschistura hormuzensis,0.0056,3.182,5.3,Nemacheilidae,5.2
3215,Gambusia affinis,0.007941875,3.09604375,5.1,Poeciliidae,5.1
27929,Knodus heteresthes,0.015,2.79,5,Characidae,5.1
61995,Cyanocharax uruguayensis,0.0225,2.96,5.1,Characidae,5.1
67783,Paraschistura naumanni,0.0041,3.272,4.97,Nemacheilidae,5.1
67786,Paraschistura turcmenica,0.00845,2.8,5.1,Nemacheilidae,5.1
51054,Jupiaba essequibensis,0.0086,3.25,5.1,Characidae,5.1
6968,Argyropelecus hemigymnus,0.0042,3.59,5.1,Sternoptychidae,5.1
47231,Poeciliopsis fasciata,0.019,3.107,5.1,Poeciliidae,5.1
46313,Ectrepopterus uruguayensis,0.0327,2.82,5.1,Characidae,5.1
16485,Acanthemblemaria maria,0.0077,2.96,NA,Chaenopsidae,5.1
63704,Paracheilinus nursalim,0.00977,3.05,NA,Labridae,5.1
64210,Chromis monochroma,0.01778,2.99,NA,Pomacentridae,5.1
2733,Diogenichthys laternatus,0.00613,3.52,2.9,Myctophidae,5
49824,Aphanius sureyanus,0.008566667,3.15,4.67,Cyprinodontidae,5
49755,Laimosemion geayi,0.0139,3.13,3.1,Rivulidae,5
10452,Aphanius anatoliae,0.008966667,3.3,5.57,Cyprinodontidae,5
24567,Paraschistura kessleri,0.0032,3.4345,5.7,Nemacheilidae,5
3876,Elacatinus oceanops,0.00799,3.137,4.5,Gobiidae,5
9952,Gobiodon rivulatus,0.020715,2.542,6.4,Gobiidae,5
53320,Hyphessobrycon meridionalis,0.0219,3.08,5,Characidae,5
26473,Moenkhausia collettii,0.0097,3.15,5.1,Characidae,5
51228,Pyrrhulina australis,0.039,2.87,3.8,Lebiasinidae,5
14505,Knipowitschia caucasica,0.014,2.85,4.3,Gobiidae,5
7873,Caracanthus maculatus,0.01991,3,3.9,Scorpaenidae,5
3195,Fundulus luciae,0.00241,3.01,NA,Fundulidae,5
46894,Tigrigobius puncticulatus,0.00916,3.017,4.99,Gobiidae,5
3228,Poecilia reticulata,0.01,2.992,3.5,Poeciliidae,5
46699,Starksia spinipenis,0.00739,3.258,4.37,Labrisomidae,5
5759,Ostorhinchus dispar,0.00646,3.19,NA,Apogonidae,5
3842,Coryphopterus dicrus,0.0213,2.2835,NA,Gobiidae,5
7989,Rudarius minutus,0.02188,2.91,NA,Monacanthidae,5
14886,Siphamia cephalotes,0.01549,3.07,NA,Apogonidae,5
12992,Apogon crassiceps,0.01549,3.07,NA,Apogonidae,5
3864,Ctenogobius saepepallens,0.0101,3.0171,NA,Gobiidae,5
23734,Elacatinus chancei,0.008,3.137,NA,Gobiidae,5
3873,Elacatinus horsti,0.008,3.137,NA,Gobiidae,5
22547,Brachaluteres taylori,0.02188,2.91,NA,Monacanthidae,5
16580,Lucayablennius zingaro,0.0077,2.962,NA,Chaenopsidae,5
16863,Choeroichthys smithi,0.00049,3.1,NA,Syngnathidae,5
61072,Chrysiptera pricei,0.01,3.04,NA,Pomacentridae,5
12449,Chrysiptera sinclairi,0.01479,2.98,NA,Pomacentridae,5
12891,Diademichthys lineatus,0.0055,3.11,NA,Gobiesocidae,5
6034,Ecsenius opsifrontalis,0.00741,3,NA,Blenniidae,5
65772,Moenkhausia celibela,0.0135,2.82,4.9,Characidae,4.9
55335,Aphanius farsicus,0.0097,3.39325,4.92,Cyprinodontidae,4.9
46611,Enneanectes reticulatus,0.0113,2.901,4.9,Tripterygiidae,4.9
53470,Piabarchus analis,0.0416,2.32,4.9,Characidae,4.9
48768,Homodiaetus anisitsi,0.00494,2.83,4.9,Trichomycteridae,4.9
68065,Paracheilinus alfiani,0.00977,3.05,NA,Labridae,4.9
25838,Halichoeres pelicieri,0.0049,3.11,NA,Labridae,4.9
65761,Amphiprion pacificus,0.01122,3.04,NA,Pomacentridae,4.8
12642,Stanulus talboti,0.00741,3,NA,Blenniidae,4.8
27295,Ecsenius dentex,0.00741,3,NA,Blenniidae,4.8
67646,Pareiorhina pelicicei,0.0201,3.13,4.28,Loricariidae,4.7
46059,Corydoras ehrhardti,0.05864,2.405,11.6,Callichthyidae,4.7
4521,Gambusia holbrooki,0.00992,3.307090909,5.9,Poeciliidae,4.7
12797,Plectranthias fourmanoiri,0.00933,2.97,NA,Serranidae,4.7
6063,Omox biporos,0.00423,3,3.9,Blenniidae,4.6
55481,Plectroglyphidodon sagmarius,0.01479,2.98,NA,Pomacentridae,4.6
46511,Pseudanthias aurulentus,0.00933,2.97,NA,Serranidae,4.6
59729,Jenynsia onca,0.0134,3.31,4.5,Anablepidae,4.5
26523,Copella nigrofasciata,0.00913,3.16,4.3,Lebiasinidae,4.5
67784,Paraschistura pasatigris,0.0196,2.442,4.87,Nemacheilidae,4.5
26445,Hemigrammus marginatus,0.04225,2.73,4.1,Characidae,4.5
46859,Lythrypnus pulchellus,0.00941,3.154,3.39,Gobiidae,4.5
51150,Knodus moenkhausii,0.0201,2.8,4.3,Characidae,4.5
7481,Periophthalmus gracilis,0.0208,2.8,4.27,Gobiidae,4.5
46302,Gastrocyathus gracilis,0.00377,3.145,4.7,Gobiesocidae,4.5
51213,Microschemobrycon elongatus,0.0143,2.64,4.5,Characidae,4.5
3709,Acanthemblemaria chaplini,0.0077,2.962,NA,Chaenopsidae,4.5
24846,Plectranthias altipinnatus,0.01,3.04,NA,Serranidae,4.5
26735,Plectranthias inermis,0.00933,2.97,NA,Serranidae,4.5
5732,Pomachromis guamensis,0.01479,2.98,NA,Pomacentridae,4.5
12443,Elacatinus genie,0.008,3.14,NA,Gobiidae,4.5
46108,Bulbonaricus brucei,0.00049,3.1,NA,Syngnathidae,4.5
5701,Chrysiptera traceyi,0.01479,2.98,NA,Pomacentridae,4.5
27520,Enneapterygius rufopileus,0.0055,3.08,NA,Tripterygiidae,4.5
46714,Acanthemblemaria hancocki,0.00457,3.08,NA,Chaenopsidae,4.5
22462,Gobiodon quinquestrigatus,0.01995,3.01,NA,Gobiidae,4.5
8506,Helcogramma decurrens,0.0055,3.08,NA,Tripterygiidae,4.5
7239,Lotilia graciliosa,0.00617,3.08,NA,Gobiidae,4.5
51127,Odontostilbe fugitiva,0.0117,2.863,4.4,Characidae,4.4
46326,Notoclinops segmentatus,0.00414,3.246,5,Tripterygiidae,4.4
67785,Paraschistura susiani,0.0131,2.5,4.63,Nemacheilidae,4.4
58503,Ostorhinchus luteus,0.01096,3.11,NA,Apogonidae,4.4
46123,Campichthys tricarinatus,0.00049,3.1,NA,Syngnathidae,4.4
63981,Cirrhilabrus brunneus,0.01995,3,NA,Labridae,4.4
63021,Aphanius isfahanensis,0.0099,3.219333333,4.284,Cyprinodontidae,4.3
51145,Serrapinnus heterodon,0.008,3.07,4.3,Characidae,4.3
23419,Characidium rachovii,0.0224,2.97,3.9,Crenuchidae,4.3
62459,Pethia ornatus,0.0186,2.61,4.25,Cyprinidae,4.3
49707,Cynopoecilus melanotaenia,0.010625,2.965,4.6,Rivulidae,4.3
7722,Bulbonaricus davaoensis,0.00049,3.1,NA,Syngnathidae,4.3
8514,Helcogramma striata,0.0055,3.08,NA,Tripterygiidae,4.3
67328,Aphanius kavirensis,0.011066667,3.206666667,4.93,Cyprinodontidae,4.2
53522,Menidia colei,0.01135,2.8945,3.7,Atherinopsidae,4.2
23422,Serrapinnus piaba,0.007,3.186,4.2,Characidae,4.2
53414,Serrapinnus microdon,0.0614,2.48,2.9,Characidae,4.2
66618,Aphanius arakensis,0.015,3.22,4.1,Cyprinodontidae,4.1
63983,Paracheilinus walton,0.00977,3.05,NA,Labridae,4.1
49428,Pseudogramma xantha,0.01122,3.06,NA,Serranidae,4.1
3722,Enneanectes jordani,0.0142,3.049,3.4,Tripterygiidae,4
3708,Acanthemblemaria aspera,0.00771,2.962,3,Chaenopsidae,4
10455,Aphanius asquamatus,0.005866667,3.47,3.83,Cyprinodontidae,4
51166,Odontostilbe paraguayensis,0.0765,2.38,3.3,Characidae,4
46294,Hyphessobrycon eques,0.0216,3.39,3,Characidae,4
57478,Laimosemion dibaphus,0.0116,3.31,3.8,Rivulidae,4
6348,Silhouettea sibayi,0.0149,3.312,2.3,Gobiidae,4
3232,Xiphophorus maculatus,0.0236,3,4.2,Poeciliidae,4
50473,Schizolecis guntheri,0.01212,2.74,4.8,Loricariidae,4
27995,Moenkhausia hemigrammoides,0.0204,3.22,3.7,Characidae,4
3897,Priolepis hipoliti,0.0133,3.041,4.6,Gobiidae,4
25143,Parambassis lala,0.017733333,2.940866667,4,Ambassidae,4
4758,Tanichthys albonubes,0.005,3.378,3.2,Cyprinidae,4
47293,Poeciliopsis turrubarensis,0.0059,3.34,5.6,Poeciliidae,4
11896,Garmanella pulchra,0.0224,3.146,3,Cyprinodontidae,4
23452,Ostorhinchus parvulus,0.00646,3.19,NA,Apogonidae,4
